time,xPos,yPos,xVelo,yVelo,xAcc,yAcc
0.0,0.0,0.0,100.0,100.0,0,-9.81
0.03344788953866136,2.365122950916603,2.359635426668537,100.0,99.67187620362573,0,-9.81
0.06689577907732272,4.730245901833206,4.708295804840941,100.0,99.34375240725146,0,-9.81
0.10034366861598408,7.095368852749809,7.045981134517212,100.0,99.0156286108772,0,-9.81
0.13379155815464544,9.460491803666413,9.372691415697352,100.0,98.68750481450293,0,-9.81
0.1672394476933068,11.825614754583015,11.688426648381355,100.0,98.35938101812866,0,-9.81
0.20068733723196816,14.190737705499618,13.99318683256923,100.0,98.03125722175439,0,-9.81
0.23413522677062953,16.555860656416222,16.28697196826097,100.0,97.70313342538013,0,-9.81
0.2675831163092909,18.920983607332825,18.569782055456578,100.0,97.37500962900586,0,-9.81
0.3010310058479522,21.286106558249426,20.84161709415605,100.0,97.04688583263159,0,-9.81
0.3344788953866136,23.65122950916603,23.102477084359393,100.0,96.71876203625732,0,-9.81
0.367926784925275,26.016352460082636,25.352362026066608,100.0,96.39063823988305,0,-9.81
0.4013746744639363,28.381475410999236,27.59127191927768,100.0,96.06251444350879,0,-9.81
0.43482256400259767,30.74659836191584,29.819206763992625,100.0,95.73439064713452,0,-9.81
0.46827045354125907,33.111721312832444,32.036166560211434,100.0,95.40626685076025,0,-9.81
0.5017183430799204,35.476844263749044,34.242151307934115,100.0,95.07814305438598,0,-9.81
0.5351662326185818,37.84196721466565,36.43716100716066,100.0,94.75001925801172,0,-9.81
0.5686141221572432,40.20709016558226,38.62119565789108,100.0,94.42189546163745,0,-9.81
0.6020620116959045,42.57221311649885,40.79425526012535,100.0,94.09377166526318,0,-9.81
0.6355099012345659,44.93733606741546,42.9563398138635,100.0,93.7656478688889,0,-9.81
0.6689577907732271,47.30245901833206,45.10744931910551,100.0,93.43752407251463,0,-9.81
0.7024056803118885,49.667581969248666,47.247583775851396,100.0,93.10940027614038,0,-9.81
0.73585356985055,52.03270492016527,49.37674318410115,100.0,92.7812764797661,0,-9.81
0.7693014593892112,54.397827871081866,51.49492754385476,100.0,92.45315268339183,0,-9.81
0.8027493489278726,56.76295082199847,53.60213685511225,100.0,92.12502888701756,0,-9.81
0.836197238466534,59.12807377291508,55.698371117873606,100.0,91.7969050906433,0,-9.81
0.8696451280051953,61.49319672383168,57.78363033213882,100.0,91.46878129426904,0,-9.81
0.9030930175438567,63.85831967474829,59.857914497907906,100.0,91.14065749789476,0,-9.81
0.9365409070825181,66.22344262566489,61.92122361518086,100.0,90.8125337015205,0,-9.81
0.9699887966211794,68.58856557658149,63.97355768395768,100.0,90.48440990514624,0,-9.81
1.0034366861598407,70.95368852749809,66.01491670423836,100.0,90.15628610877197,0,-9.81
1.0368845756985021,73.31881147841469,68.04530067602292,100.0,89.8281623123977,0,-9.81
1.0703324652371635,75.6839344293313,70.06470959931134,100.0,89.50003851602342,0,-9.81
1.103780354775825,78.0490573802479,72.07314347410363,100.0,89.17191471964915,0,-9.81
1.1372282443144863,80.41418033116452,74.0706023003998,100.0,88.8437909232749,0,-9.81
1.1706761338531475,82.7793032820811,76.0570860781998,100.0,88.51566712690062,0,-9.81
1.204124023391809,85.1444262329977,78.0325948075037,100.0,88.18754333052635,0,-9.81
1.2375719129304703,87.50954918391432,79.99712848831146,100.0,87.85941953415208,0,-9.81
1.2710198024691317,89.87467213483092,81.95068712062309,100.0,87.53129573777781,0,-9.81
1.3044676920077931,92.23979508574753,83.89327070443859,100.0,87.20317194140355,0,-9.81
1.3379155815464543,94.60491803666412,85.82487923975793,100.0,86.87504814502928,0,-9.81
1.3713634710851157,96.97004098758072,87.74551272658115,100.0,86.54692434865501,0,-9.81
1.404811360623777,99.33516393849733,89.65517116490827,100.0,86.21880055228074,0,-9.81
1.4382592501624385,101.70028688941393,91.55385455473922,100.0,85.89067675590648,0,-9.81
1.4717071397011,104.06540984033055,93.44156289607406,100.0,85.56255295953221,0,-9.81
1.5051550292397613,106.43053279124715,95.31829618891275,100.0,85.23442916315794,0,-9.81
1.5386029187784225,108.79565574216373,97.18405443325531,100.0,84.90630536678367,0,-9.81
1.5720508083170839,111.16077869308035,99.03883762910175,100.0,84.57818157040941,0,-9.81
1.6054986978557453,113.52590164399695,100.88264577645204,100.0,84.25005777403514,0,-9.81
1.6389465873944067,115.89102459491356,102.71547887530622,100.0,83.92193397766087,0,-9.81
1.672394476933068,118.25614754583016,104.53733692566425,100.0,83.5938101812866,0,-9.81
1.7058423664717293,120.62127049674675,106.34821992752613,100.0,83.26568638491233,0,-9.81
1.7392902560103907,122.98639344766336,108.1481278808919,100.0,82.93756258853807,0,-9.81
1.772738145549052,125.35151639857996,109.93706078576155,100.0,82.6094387921638,0,-9.81
1.8061860350877135,127.71663934949657,111.71501864213505,100.0,82.28131499578953,0,-9.81
1.8396339246263749,130.08176230041317,113.48200145001242,100.0,81.95319119941526,0,-9.81
1.8730818141650363,132.44688525132977,115.23800920939365,100.0,81.62506740304099,0,-9.81
1.9065297037036975,134.81200820224637,116.98304192027877,100.0,81.29694360666673,0,-9.81
1.9399775932423589,137.17713115316297,118.71709958266773,100.0,80.96881981029246,0,-9.81
1.9734254827810203,139.54225410407957,120.44018219656056,100.0,80.64069601391819,0,-9.81
2.0068733723196814,141.90737705499618,122.15228976195726,100.0,80.31257221754393,0,-9.81
2.040321261858343,144.2725000059128,123.85342227885786,100.0,79.98444842116965,0,-9.81
2.0737691513970042,146.63762295682938,125.54357974726227,100.0,79.65632462479539,0,-9.81
